sentiment,count,total_return,avg_return,median_return,win_rate,std_dev,sharpe_ratio,profit_factor
positive,24,-9.420315473924022,-0.39251314474683424,-0.28670590127393575,0.20833333333333334,0.6491104714752006,-9.599218126590008,0.16170135551497833
negative,41,-17.776556993491994,-0.4335745608168779,-0.21884767463754903,0.2682926829268293,0.8395777700077667,-8.197909737759472,0.19078923724784397
