day_of_week,count,total_return,avg_return,win_rate
Thursday,7,-2.631556455235176,-0.375936636462168,0.2857142857142857
Monday,3,-0.5422452709668238,-0.18074842365560795,0.0
Tuesday,3,0.14135974971335952,0.04711991657111984,0.3333333333333333
Wednesday,2,-0.8509849521203767,-0.42549247606018836,0.0
Friday,2,0.3750294330313951,0.18751471651569754,0.5
