Entry Time,Exit Time,Duration (min),Direction,Entry Price,Exit Price,Return (%)
2025-04-16 13:15:00,2025-04-16 13:15:00,0.0,long,39.19,39.19,0.00%
2025-04-16 13:37:00,2025-04-16 13:37:00,0.0,short,39.0,39.0,-0.00%
