Exit Reason,Count,Percentage,Total Return,Avg Return,Win Rate,Avg Duration (min)
max_holding_period,3,42.86%,1.78%,0.59%,100.00%,66.00
stop_loss,1,14.29%,-2.08%,-2.08%,0.00%,44.00
conflict_flip,2,28.57%,0.00%,0.00%,0.00%,0.00
end_of_data,1,14.29%,-0.03%,-0.03%,0.00%,60.00

Direction,Count,Percentage,Total Return,Avg Return
long,4,57.14%,-0.90%,-0.22%
short,3,42.86%,0.58%,0.19%

Conflict Flip Analysis
Total Flips,2
Average Time to Flip (min),0.0
Percentage of Trades Flipped,28.57%
