sentiment,count,total_return,avg_return,median_return,win_rate,std_dev,sharpe_ratio,profit_factor
positive,8,-4.910055583908294,-0.6137569479885367,-0.5765163669983491,0.125,0.4058376081802663,-24.007359846666354,0.007413578699071614
negative,3,-0.005162169839111885,-0.0017207232797039618,-0.14210944842043488,0.3333333333333333,0.26053619557424074,-0.10484391690502377,0.9859973261894786
