market_session,count,total_return,avg_return,win_rate
Morning,1,-0.963524782813069,-0.963524782813069,0.0
Midday,3,-0.6537522283876007,-0.21791740946253357,0.3333333333333333
Afternoon,7,-3.2979407425467357,-0.4711343917923908,0.14285714285714285
