day_of_week,count,total_return,avg_return,win_rate
Tuesday,3,-1.655625678314452,-0.5518752261048173,0.0
Thursday,3,-1.9383129441538638,-0.6461043147179546,0.0
Monday,3,-1.1314055323017116,-0.37713517743390385,0.3333333333333333
Friday,1,-0.2265465603507677,-0.2265465603507677,0.0
Wednesday,1,0.036672961373389795,0.036672961373389795,1.0
