sentiment,count,total_return,avg_return,median_return,win_rate,std_dev,sharpe_ratio,profit_factor
positive,14,-6.202924400874138,-0.44306602863386696,-0.3088832017578362,0.2857142857142857,0.8499136591225462,-8.27549372972635,0.24660411939883178
negative,9,-0.0006843030158525387,-7.603366842805986e-05,0.4886737163969832,0.6666666666666666,1.621427957402265,-0.0007444037596991372,0.9998887468370956
