market_session,count,total_return,avg_return,win_rate
Midday,9,-1.947153740526412,-0.21635041561404578,0.2222222222222222
Morning,3,-0.7629192907106166,-0.2543064302368722,0.3333333333333333
Afternoon,7,3.493732152932327,0.49910459327604667,0.5714285714285714
