Ticker,Total Trades,Winning Trades,Losing Trades,Win Rate (%),Strategy Return (%),Average Return per Trade (%),Median Return (%),Return Std Dev (%),Sharpe Ratio,Max Drawdown (%),Drawdown Duration (trades),Profit Factor,Expected Return (%)
QCOM,19,7,12,36.84,0.78,0.04,-0.13,0.58,1.14,-1.48,7,1.21,0.04
