day_of_week,count,total_return,avg_return,win_rate
Friday,1,0.08061357444624628,0.08061357444624628,1.0
Monday,2,0.46012628618124973,0.23006314309062487,1.0
Tuesday,2,-0.28060950104571514,-0.14030475052285757,0.0
Wednesday,2,3.9403733121525004,1.9701866560762502,0.5
