sentiment,count,total_return,avg_return,median_return,win_rate,std_dev,sharpe_ratio,profit_factor
positive,5,4.319890097288035,0.8639780194576071,0.1265220130739594,0.6,1.6482838709361805,8.320912500633668,16.394667968082324
negative,2,-0.11938642555375373,-0.059693212776876864,-0.059693212776876864,0.5,0.14030678722312315,-6.753774315205107,0.4030678722312314
