market_session,count,total_return,avg_return,win_rate
After-Hours,1,0.08061357444624628,0.08061357444624628,1.0
Afternoon,4,3.9862858241807446,0.9965714560451862,0.5
Midday,2,0.13360427310729034,0.06680213655364517,0.5
